Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price to be sold at,Quantity sold,Tax 5%,Total,Date,Time,Payment,COGS,gross margin percentage(unit),gross profit,Rating
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.69,56.47,2/3/2019,20:13,Ewallet,18.29,66,35.49,4.7
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.95,188,2/6/2019,18:44,Ewallet,59.09,67,119.96,7.9
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.57,222.01,2/24/2019,14:26,Ewallet,84.58,60,126.86,8.9
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.99,125.72,2/21/2019,12:40,Ewallet,40.71,66,79.02,9.3
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.29,68.99,1/9/2019,18:43,Ewallet,31.54,52,34.16,4.7
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2/25/2019,13:22,Ewallet,77.93,69,173.47,8.7
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.21,88.37,1/13/2019,13:58,Cash,32.82,61,51.34,7.6
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.77,415.23,2/9/2019,11:45,Cash,122.59,69,272.87,5.7
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.9,312.89,1/6/2019,11:51,Cash,146.02,51,151.97,6.8
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.72,477.13,1/10/2019,17:16,Cash,136.32,70,318.09,5.4
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.81,289.93,2/7/2019,15:55,Cash,110.45,60,165.67,7.1
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,1/9/2019,12:07,Cash,58.46,63,99.54,7.8
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.4,932.34,2/19/2019,15:07,Cash,310.78,65,577.16,8.4
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.6,96.58,3/18/2019,15:29,Cash,35.87,61,56.11,9.8
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.09,43.87,2/5/2019,18:45,Cash,14.21,66,27.57,9.8
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.78,16.28,3/19/2019,15:23,Credit card,7.13,54,8.37,7.4
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.52,304.98,3/30/2019,20:37,Cash,110.37,62,180.09,6.7
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.33,69.99,1/26/2019,14:41,Credit card,26,61,40.66,6.4
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.83,80.37,3/2/2019,18:18,Credit card,29.85,61,46.69,5.8
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.99,314.69,3/4/2019,15:27,Ewallet,95.9,68,203.8,7.2
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.15,255.18,1/13/2019,12:55,Credit card,94.78,61,148.25,9.3
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,3/25/2019,18:02,Cash,14.22,70,33.18,9.5
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.62,181.07,3/11/2019,19:44,Credit card,77.6,55,94.85,9
746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.32,888.62,1/1/2019,11:36,Credit card,287.74,66,558.56,9
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.92,271.29,2/10/2019,13:51,Ewallet,77.51,70,180.86,6.7
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.48,640.04,1/26/2019,15:17,Cash,225.54,63,384.02,5.5
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.01,252.25,2/11/2019,15:29,Cash,76.88,68,163.36,5.4
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.61,180.87,2/7/2019,17:59,Cash,84.41,51,87.85,8.2
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.99,104.83,3/6/2019,11:55,Credit card,33.95,66,65.89,7
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.93,313.57,3/4/2019,10:39,Cash,149.32,50,149.32,8.5
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2/26/2019,15:10,Ewallet,79.8,50,79.8,4.9
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.27,26.72,3/10/2019,18:10,Credit card,8.65,66,16.8,5.1
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.39,71.16,2/4/2019,20:43,Credit card,24.4,64,43.37,6.5
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.92,250.28,1/19/2019,12:46,Cash,112.03,53,126.33,9.8
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,1/23/2019,17:44,Cash,97.69,58,134.91,8.4
139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,43.87,921.19,3/14/2019,14:19,Ewallet,333.38,62,543.94,7.4
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.99,734.71,1/23/2019,10:33,Cash,307.88,56,391.84,6.1
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.73,708.32,1/9/2019,11:40,Cash,242.85,64,431.74,6
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.93,334.48,2/7/2019,19:30,Ewallet,149.72,53,168.83,8.5
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.48,31,2/18/2019,14:42,Ewallet,12.69,57,16.83,4.3
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62,8,24.8,520.8,1/3/2019,19:08,Credit card,208.32,58,287.68,6.2
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,3/29/2019,19:12,Ewallet,370.53,55,452.87,4.3
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.15,633.11,1/28/2019,15:46,Credit card,289.42,52,313.54,8.4
886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,3/22/2019,19:06,Credit card,132.92,53,149.88,4.5
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,1/24/2019,18:10,Ewallet,245.12,68,520.88,6
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.8,121.86,3/10/2019,20:46,Ewallet,54.55,53,61.51,8.8
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.75,183.65,2/22/2019,18:35,Ewallet,78.71,55,96.2,6.6
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.05,64,2/18/2019,11:40,Ewallet,19.5,68,41.45,5.9
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.02,42.37,1/29/2019,13:46,Ewallet,14.93,63,25.42,6.2
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,3/2/2019,17:16,Ewallet,331.09,66,642.71,4.4
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.59,33.43,2/9/2019,13:22,Cash,10.19,68,21.65,7.7
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.29,69.11,2/22/2019,15:33,Cash,21.72,67,44.1,4.1
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.92,649.3,2/18/2019,13:28,Cash,253.54,59,364.84,6.6
